region,polling_unit_id,date,registered_voters,accredited_voters,votes_cast,invalid_votes,voting_start_time,voting_end_time,device_status,network_status,incidents_reported,expected_staff,staff_present,result_uploaded,upload_delay_minutes
Abuja,PU_0193,2026-03-28,713,566,516,0,2026-06-21 08:12:00,2026-06-21 15:21:00,Faulty,Good,0,5,4,1,130.0
Rivers,PU_0194,2026-03-28,1808,1283,1210,39,2026-06-21 08:41:00,2026-06-21 15:09:00,Working,Good,1,5,4,1,149.0
Kano,PU_0195,2026-03-28,1217,785,699,46,2026-06-21 08:06:00,2026-06-21 15:19:00,Working,Good,3,7,6,1,10.0
Kano,PU_0196,2026-03-28,1469,1106,1031,11,2026-06-21 08:34:00,2026-06-21 15:10:00,Working,Good,1,6,6,1,47.0
Lagos,PU_0197,2026-03-28,1797,1094,951,34,2026-06-21 09:27:00,2026-06-21 16:16:00,Faulty,Good,1,9,9,1,0.0
Kaduna,PU_0198,2026-03-28,1534,1243,1101,45,2026-06-21 09:00:00,2026-06-21 15:33:00,Working,Good,0,7,7,1,12.0
Rivers,PU_0199,2026-03-28,1370,1027,990,22,2026-06-21 09:54:00,2026-06-21 15:56:00,Working,Poor,0,5,4,0,
Abuja,PU_0200,2026-03-28,1570,1019,949,33,2026-06-21 08:54:00,2026-06-21 15:51:00,Working,Good,1,5,3,0,
Kano,PU_0201,2026-03-28,937,736,633,33,2026-06-21 09:50:00,2026-06-21 15:26:00,Working,Good,0,7,7,1,84.0
Lagos,PU_0202,2026-03-28,1170,1029,910,26,2026-06-21 09:04:00,2026-06-21 16:10:00,Working,Offline,0,8,7,1,74.0
Lagos,PU_0203,2026-03-28,1403,1320,1292,31,2026-06-21 09:45:00,2026-06-21 15:53:00,Working,Good,4,6,6,1,88.0
Rivers,PU_0204,2026-03-28,1950,1529,1353,18,2026-06-21 09:24:00,2026-06-21 16:29:00,Working,Poor,0,5,5,0,
Kano,PU_0205,2026-03-28,1955,1261,1167,17,2026-06-21 09:44:00,2026-06-21 15:16:00,Working,Poor,5,5,3,0,
Kaduna,PU_0206,2026-03-28,1653,1460,1345,7,2026-06-21 09:23:00,2026-06-21 16:48:00,Working,Poor,0,7,6,0,
Kano,PU_0207,2026-03-28,1545,1303,1175,48,2026-06-21 08:18:00,2026-06-21 15:48:00,Faulty,Good,0,9,9,0,
Rivers,PU_0208,2026-03-28,1391,1299,1109,34,2026-06-21 08:20:00,2026-06-21 15:20:00,Working,Good,0,8,6,1,32.0
Rivers,PU_0209,2026-03-28,888,699,619,47,2026-06-21 09:00:00,2026-06-21 16:40:00,Working,Good,2,8,7,1,173.0
Kano,PU_0210,2026-03-28,634,459,447,48,2026-06-21 08:17:00,2026-06-21 15:15:00,Working,Good,0,8,8,1,161.0
Rivers,PU_0211,2026-03-28,1031,966,823,35,2026-06-21 09:42:00,2026-06-21 15:51:00,Working,Offline,1,9,9,1,71.0
Kano,PU_0212,2026-03-28,719,566,533,48,2026-06-21 09:28:00,2026-06-21 15:24:00,Working,Poor,1,5,5,0,
Abuja,PU_0213,2026-03-28,832,503,485,48,2026-06-21 08:19:00,2026-06-21 15:24:00,Working,Poor,0,9,8,0,
Kano,PU_0214,2026-03-28,1653,1265,1200,27,2026-06-21 09:40:00,2026-06-21 15:29:00,Working,Good,2,6,4,0,
Kano,PU_0215,2026-03-28,1555,934,833,35,2026-06-21 09:01:00,2026-06-21 15:54:00,Working,Good,3,9,7,1,167.0
Rivers,PU_0216,2026-03-28,1948,1671,1533,37,2026-06-21 08:30:00,2026-06-21 15:41:00,Working,Good,0,8,6,1,116.0
Rivers,PU_0217,2026-03-28,1821,1453,1398,43,2026-06-21 08:20:00,2026-06-21 15:47:00,Working,Poor,2,6,5,0,
Lagos,PU_0218,2026-03-28,856,546,533,38,2026-06-21 08:47:00,2026-06-21 15:37:00,Working,Good,2,5,3,0,
Lagos,PU_0219,2026-03-28,1978,1749,1508,39,2026-06-21 09:19:00,2026-06-21 15:45:00,Working,Good,0,8,6,1,144.0
Abuja,PU_0220,2026-03-28,900,708,613,49,2026-06-21 08:06:00,2026-06-21 15:15:00,Working,Good,2,9,7,0,
Lagos,PU_0221,2026-03-28,1395,892,869,4,2026-06-21 08:40:00,2026-06-21 16:19:00,Working,Offline,2,5,3,1,53.0
Kano,PU_0222,2026-03-28,1489,976,940,37,2026-06-21 09:43:00,2026-06-21 16:31:00,Working,Good,2,5,4,1,24.0
Rivers,PU_0223,2026-03-28,1208,1072,940,48,2026-06-21 09:46:00,2026-06-21 16:30:00,Working,Good,1,8,8,1,126.0
Lagos,PU_0224,2026-03-28,1978,1432,1397,12,2026-06-21 08:31:00,2026-06-21 16:06:00,Faulty,Good,2,5,5,1,50.0
Lagos,PU_0225,2026-03-28,1557,1381,1211,14,2026-06-21 08:06:00,2026-06-21 16:07:00,Working,Good,0,5,3,1,91.0
Abuja,PU_0226,2026-03-28,747,466,401,3,2026-06-21 08:39:00,2026-06-21 16:35:00,Working,Good,0,8,7,1,88.0
Abuja,PU_0227,2026-03-28,1445,990,929,37,2026-06-21 09:15:00,2026-06-21 15:14:00,Working,Good,3,7,7,0,
Kano,PU_0228,2026-03-28,541,469,431,30,2026-06-21 08:51:00,2026-06-21 15:04:00,Working,Good,1,8,8,1,102.0
Rivers,PU_0229,2026-03-28,1300,1071,943,29,2026-06-21 09:56:00,2026-06-21 15:46:00,Working,Poor,0,7,7,1,2.0
Abuja,PU_0230,2026-03-28,622,439,426,1,2026-06-21 09:37:00,2026-06-21 16:45:00,Working,Good,1,6,5,1,34.0
Lagos,PU_0231,2026-03-28,526,487,439,6,2026-06-21 09:56:00,2026-06-21 16:53:00,Working,Good,0,7,6,1,169.0
Rivers,PU_0232,2026-03-28,1985,1337,1206,8,2026-06-21 08:57:00,2026-06-21 16:22:00,Working,Good,1,6,4,1,16.0
Rivers,PU_0233,2026-03-28,1070,960,894,28,2026-06-21 09:21:00,2026-06-21 15:19:00,Working,Poor,1,8,7,1,37.0
Lagos,PU_0234,2026-03-28,1670,1408,1239,29,2026-06-21 09:16:00,2026-06-21 15:18:00,Working,Offline,1,9,8,0,
Abuja,PU_0235,2026-03-28,995,639,591,18,2026-06-21 08:00:00,2026-06-21 15:46:00,Working,Good,2,9,8,1,124.0
Lagos,PU_0236,2026-03-28,985,782,701,21,2026-06-21 08:55:00,2026-06-21 16:15:00,Faulty,Good,1,9,9,1,125.0
Rivers,PU_0237,2026-03-28,1983,1835,1725,48,2026-06-21 08:33:00,2026-06-21 15:22:00,Working,Offline,2,8,7,1,12.0
Kaduna,PU_0238,2026-03-28,1398,1141,1006,35,2026-06-21 09:04:00,2026-06-21 15:54:00,Working,Good,0,9,8,1,137.0
Kaduna,PU_0239,2026-03-28,1210,949,829,2,2026-06-21 09:28:00,2026-06-21 15:54:00,Working,Good,1,9,7,1,65.0
Kano,PU_0240,2026-03-28,1651,1202,1060,29,2026-06-21 08:53:00,2026-06-21 15:56:00,Working,Good,0,8,6,0,
Lagos,PU_0241,2026-03-28,875,766,744,36,2026-06-21 08:08:00,2026-06-21 16:08:00,Working,Poor,2,7,5,1,49.0
Lagos,PU_0242,2026-03-28,1164,1070,1027,15,2026-06-21 08:59:00,2026-06-21 16:03:00,Working,Poor,1,8,7,1,92.0
Kano,PU_0243,2026-03-28,1282,1107,1060,1,2026-06-21 08:20:00,2026-06-21 16:34:00,Working,Good,2,8,7,1,70.0
Kano,PU_0244,2026-03-28,1350,1152,1096,40,2026-06-21 09:10:00,2026-06-21 16:14:00,Working,Good,0,6,5,1,68.0
Kano,PU_0245,2026-03-28,1606,1071,999,10,2026-06-21 09:57:00,2026-06-21 16:39:00,Working,Good,1,7,6,1,90.0
Rivers,PU_0246,2026-03-28,1173,1046,902,46,2026-06-21 09:22:00,2026-06-21 16:25:00,Working,Poor,0,8,7,1,118.0
Lagos,PU_0247,2026-03-28,1626,998,890,27,2026-06-21 09:34:00,2026-06-21 15:40:00,Working,Poor,0,8,7,1,169.0
Rivers,PU_0248,2026-03-28,861,744,686,28,2026-06-21 08:32:00,2026-06-21 15:46:00,Faulty,Good,2,6,6,1,84.0
Kano,PU_0249,2026-03-28,1183,797,688,26,2026-06-21 08:27:00,2026-06-21 16:57:00,Working,Poor,3,7,6,1,2.0
Lagos,PU_0250,2026-03-28,1779,1370,1169,44,2026-06-21 08:49:00,2026-06-21 15:13:00,Working,Poor,2,6,4,0,
Rivers,PU_0251,2026-03-28,746,629,542,5,2026-06-21 09:57:00,2026-06-21 15:14:00,Faulty,Poor,1,7,7,1,18.0
Rivers,PU_0252,2026-03-28,1715,1484,1282,37,2026-06-21 08:20:00,2026-06-21 15:05:00,Working,Good,1,6,6,1,151.0
Kano,PU_0253,2026-03-28,1034,941,813,17,2026-06-21 08:54:00,2026-06-21 16:17:00,Working,Poor,0,9,8,1,90.0
Lagos,PU_0254,2026-03-28,813,568,496,39,2026-06-21 08:37:00,2026-06-21 16:56:00,Working,Good,2,9,8,1,96.0
Kano,PU_0255,2026-03-28,1799,1220,1116,4,2026-06-21 08:02:00,2026-06-21 16:58:00,Working,Poor,2,8,6,1,15.0
Lagos,PU_0256,2026-03-28,1896,1798,1595,9,2026-06-21 09:47:00,2026-06-21 16:00:00,Working,Good,1,6,4,0,
Kaduna,PU_0257,2026-03-28,943,634,609,21,2026-06-21 09:24:00,2026-06-21 15:31:00,Working,Poor,1,9,9,1,114.0
Abuja,PU_0258,2026-03-28,1368,1139,1097,40,2026-06-21 08:10:00,2026-06-21 15:44:00,Working,Poor,0,9,7,1,9.0
Abuja,PU_0259,2026-03-28,1718,1603,1554,23,2026-06-21 09:42:00,2026-06-21 15:34:00,Working,Good,1,8,6,0,
Abuja,PU_0260,2026-03-28,1781,1627,1482,6,2026-06-21 09:49:00,2026-06-21 15:05:00,Faulty,Offline,1,5,3,1,170.0
Kano,PU_0261,2026-03-28,1081,816,775,32,2026-06-21 08:52:00,2026-06-21 15:05:00,Working,Good,2,5,4,1,44.0
Kaduna,PU_0262,2026-03-28,1370,1127,1044,11,2026-06-21 09:30:00,2026-06-21 16:41:00,Working,Good,0,8,6,1,85.0
Lagos,PU_0263,2026-03-28,1883,1478,1284,16,2026-06-21 08:34:00,2026-06-21 15:36:00,Working,Good,0,5,3,1,25.0
Rivers,PU_0264,2026-03-28,1047,755,704,35,2026-06-21 09:24:00,2026-06-21 16:51:00,Working,Good,2,9,9,1,42.0
Lagos,PU_0265,2026-03-28,1631,1061,1017,33,2026-06-21 08:30:00,2026-06-21 15:05:00,Working,Good,1,6,4,1,107.0
Rivers,PU_0266,2026-03-28,1547,1363,1220,19,2026-06-21 09:58:00,2026-06-21 15:16:00,Working,Good,0,6,4,0,
Lagos,PU_0267,2026-03-28,964,608,575,49,2026-06-21 08:07:00,2026-06-21 15:00:00,Working,Good,2,5,3,1,68.0
Kaduna,PU_0268,2026-03-28,1545,1256,1194,14,2026-06-21 08:31:00,2026-06-21 16:18:00,Working,Poor,0,9,9,1,143.0
Rivers,PU_0269,2026-03-28,1001,808,754,8,2026-06-21 08:22:00,2026-06-21 16:42:00,Working,Poor,2,9,8,1,4.0
Kano,PU_0270,2026-03-28,1350,968,933,15,2026-06-21 09:40:00,2026-06-21 15:34:00,Working,Good,1,9,8,1,124.0
Lagos,PU_0271,2026-03-28,1215,786,682,7,2026-06-21 08:02:00,2026-06-21 15:55:00,Working,Good,3,9,8,1,78.0
Lagos,PU_0272,2026-03-28,1391,1223,1173,22,2026-06-21 09:57:00,2026-06-21 15:18:00,Working,Good,0,8,8,0,
Rivers,PU_0273,2026-03-28,1000,761,707,43,2026-06-21 08:09:00,2026-06-21 15:34:00,Working,Good,0,8,7,1,21.0
Kano,PU_0274,2026-03-28,1234,1053,1012,6,2026-06-21 08:56:00,2026-06-21 15:56:00,Working,Poor,1,9,7,0,
Kano,PU_0275,2026-03-28,1092,661,607,27,2026-06-21 09:57:00,2026-06-21 15:25:00,Working,Offline,2,8,8,1,52.0
Kaduna,PU_0276,2026-03-28,906,567,506,30,2026-06-21 08:22:00,2026-06-21 15:52:00,Working,Good,0,7,5,0,
Kano,PU_0277,2026-03-28,1853,1225,1184,39,2026-06-21 08:38:00,2026-06-21 15:50:00,Working,Good,1,5,3,1,172.0
Kano,PU_0278,2026-03-28,1202,769,741,9,2026-06-21 09:08:00,2026-06-21 15:36:00,Working,Poor,2,5,4,1,58.0
Kano,PU_0279,2026-03-28,785,523,462,14,2026-06-21 09:49:00,2026-06-21 15:54:00,Working,Good,2,9,9,0,
Abuja,PU_0280,2026-03-28,646,542,513,6,2026-06-21 08:42:00,2026-06-21 16:59:00,Faulty,Good,1,8,8,0,
Kaduna,PU_0281,2026-03-28,1293,797,686,41,2026-06-21 08:39:00,2026-06-21 15:57:00,Working,Good,1,6,6,1,83.0
Lagos,PU_0282,2026-03-28,883,541,465,21,2026-06-21 09:06:00,2026-06-21 15:59:00,Working,Good,2,5,4,1,50.0
Rivers,PU_0283,2026-03-28,510,311,285,21,2026-06-21 08:37:00,2026-06-21 16:54:00,Working,Poor,1,9,7,0,
Lagos,PU_0284,2026-03-28,775,654,558,38,2026-06-21 08:48:00,2026-06-21 16:04:00,Faulty,Good,1,5,4,1,30.0
Kaduna,PU_0285,2026-03-28,1385,1090,987,20,2026-06-21 08:43:00,2026-06-21 15:52:00,Working,Poor,2,9,9,1,35.0
Rivers,PU_0286,2026-03-28,1463,1067,1016,20,2026-06-21 08:03:00,2026-06-21 15:59:00,Working,Good,1,8,6,0,
Kaduna,PU_0287,2026-03-28,802,670,646,25,2026-06-21 08:55:00,2026-06-21 15:25:00,Working,Good,0,6,5,1,20.0
Kano,PU_0288,2026-03-28,703,558,492,41,2026-06-21 08:10:00,2026-06-21 15:39:00,Working,Poor,1,8,6,1,29.0
Rivers,PU_0289,2026-03-28,844,508,436,9,2026-06-21 08:10:00,2026-06-21 15:33:00,Working,Offline,2,5,3,0,
Kano,PU_0290,2026-03-28,1325,1183,1102,24,2026-06-21 08:58:00,2026-06-21 15:37:00,Working,Good,1,9,9,1,104.0
Lagos,PU_0291,2026-03-28,1789,1292,1142,5,2026-06-21 08:47:00,2026-06-21 15:40:00,Working,Good,1,7,6,1,17.0
Lagos,PU_0292,2026-03-28,521,385,328,14,2026-06-21 08:18:00,2026-06-21 15:12:00,Working,Good,0,5,3,1,163.0
Rivers,PU_0293,2026-03-28,1338,1169,1013,23,2026-06-21 08:03:00,2026-06-21 15:06:00,Working,Good,1,5,4,0,
Rivers,PU_0294,2026-03-28,1035,688,668,15,2026-06-21 09:35:00,2026-06-21 15:00:00,Working,Good,3,5,5,0,
Kaduna,PU_0295,2026-03-28,1619,977,941,36,2026-06-21 08:30:00,2026-06-21 16:36:00,Working,Offline,0,9,9,1,1.0
Kaduna,PU_0296,2026-03-28,1480,1358,1300,3,2026-06-21 09:48:00,2026-06-21 16:37:00,Working,Good,3,5,3,1,140.0
Kano,PU_0297,2026-03-28,1968,1528,1366,17,2026-06-21 08:35:00,2026-06-21 16:18:00,Working,Good,1,8,8,0,
Rivers,PU_0298,2026-03-28,762,550,518,40,2026-06-21 08:50:00,2026-06-21 15:01:00,Working,Offline,1,5,4,1,167.0
Lagos,PU_0299,2026-03-28,1083,960,935,36,2026-06-21 09:21:00,2026-06-21 16:10:00,Faulty,Good,1,8,6,1,125.0
Kaduna,PU_0300,2026-03-28,1512,921,850,10,2026-06-21 08:49:00,2026-06-21 15:50:00,Working,Good,3,7,6,1,120.0
Kaduna,PU_0301,2026-03-28,882,591,527,12,2026-06-21 08:54:00,2026-06-21 15:45:00,Faulty,Poor,0,5,3,1,40.0
Lagos,PU_0302,2026-03-28,1416,926,883,5,2026-06-21 09:36:00,2026-06-21 15:25:00,Working,Good,0,9,7,1,84.0
Kaduna,PU_0303,2026-03-28,891,764,692,32,2026-06-21 08:02:00,2026-06-21 15:38:00,Working,Good,0,7,5,1,68.0
Kano,PU_0304,2026-03-28,1388,984,910,35,2026-06-21 09:09:00,2026-06-21 15:24:00,Working,Good,1,7,5,1,141.0
Rivers,PU_0305,2026-03-28,1039,904,832,20,2026-06-21 08:09:00,2026-06-21 15:09:00,Faulty,Good,1,5,3,0,
Lagos,PU_0306,2026-03-28,1615,992,871,46,2026-06-21 09:46:00,2026-06-21 16:13:00,Working,Poor,1,7,7,0,
Rivers,PU_0307,2026-03-28,1065,865,735,30,2026-06-21 09:22:00,2026-06-21 16:13:00,Faulty,Good,1,8,8,1,27.0
Kaduna,PU_0308,2026-03-28,1682,1196,1171,17,2026-06-21 08:00:00,2026-06-21 15:37:00,Working,Poor,1,6,5,1,147.0
Kaduna,PU_0309,2026-03-28,1383,920,831,16,2026-06-21 08:44:00,2026-06-21 16:31:00,Working,Good,1,5,3,1,123.0
Lagos,PU_0310,2026-03-28,727,644,571,8,2026-06-21 09:38:00,2026-06-21 16:33:00,Working,Offline,1,7,6,1,76.0
Kano,PU_0311,2026-03-28,972,723,686,14,2026-06-21 09:16:00,2026-06-21 16:51:00,Working,Poor,3,7,5,1,166.0
Abuja,PU_0312,2026-03-28,871,696,645,28,2026-06-21 08:51:00,2026-06-21 15:34:00,Working,Good,0,9,8,0,
Lagos,PU_0313,2026-03-28,1899,1161,1119,3,2026-06-21 08:32:00,2026-06-21 15:51:00,Working,Good,4,9,9,1,112.0
Abuja,PU_0314,2026-03-28,536,470,447,23,2026-06-21 09:23:00,2026-06-21 15:26:00,Working,Offline,1,8,8,1,78.0
Abuja,PU_0315,2026-03-28,1190,833,738,10,2026-06-21 09:12:00,2026-06-21 16:11:00,Working,Good,0,9,7,1,166.0
Kano,PU_0316,2026-03-28,1343,1131,1048,23,2026-06-21 09:13:00,2026-06-21 15:51:00,Faulty,Good,2,5,4,1,166.0
Abuja,PU_0317,2026-03-28,1560,1351,1236,43,2026-06-21 09:37:00,2026-06-21 16:12:00,Working,Good,1,5,3,1,10.0
Abuja,PU_0318,2026-03-28,600,384,374,11,2026-06-21 09:22:00,2026-06-21 16:58:00,Working,Good,0,7,6,1,126.0
Kano,PU_0319,2026-03-28,1713,1205,1061,30,2026-06-21 09:56:00,2026-06-21 16:13:00,Working,Poor,2,9,8,1,24.0
Abuja,PU_0320,2026-03-28,1157,987,875,3,2026-06-21 08:14:00,2026-06-21 15:59:00,Working,Good,0,8,6,0,
Abuja,PU_0321,2026-03-28,589,401,388,39,2026-06-21 09:41:00,2026-06-21 16:53:00,Working,Good,0,6,5,0,
Abuja,PU_0322,2026-03-28,1529,1371,1246,43,2026-06-21 09:40:00,2026-06-21 15:20:00,Working,Good,3,8,8,1,49.0
Lagos,PU_0323,2026-03-28,1404,995,904,19,2026-06-21 08:23:00,2026-06-21 16:28:00,Working,Offline,2,7,5,1,72.0
Lagos,PU_0324,2026-03-28,1662,1231,1185,5,2026-06-21 09:40:00,2026-06-21 15:47:00,Working,Good,1,9,7,1,26.0
Lagos,PU_0325,2026-03-28,594,377,334,44,2026-06-21 09:01:00,2026-06-21 16:34:00,Working,Good,2,5,5,0,
Kano,PU_0326,2026-03-28,1131,737,693,4,2026-06-21 09:24:00,2026-06-21 16:05:00,Faulty,Good,0,9,7,1,17.0
Kaduna,PU_0327,2026-03-28,1909,1329,1254,13,2026-06-21 08:32:00,2026-06-21 15:55:00,Working,Poor,1,8,7,1,108.0
Abuja,PU_0328,2026-03-28,622,383,347,14,2026-06-21 09:34:00,2026-06-21 15:57:00,Working,Poor,1,8,7,1,79.0
Abuja,PU_0329,2026-03-28,1808,1206,1077,16,2026-06-21 09:02:00,2026-06-21 15:18:00,Working,Poor,1,9,8,1,74.0
Kano,PU_0330,2026-03-28,865,642,608,14,2026-06-21 08:21:00,2026-06-21 15:29:00,Working,Good,2,5,5,0,
Abuja,PU_0331,2026-03-28,1190,872,770,24,2026-06-21 08:26:00,2026-06-21 16:20:00,Working,Poor,1,9,8,0,
Lagos,PU_0332,2026-03-28,824,551,527,42,2026-06-21 09:58:00,2026-06-21 15:28:00,Working,Good,0,8,7,1,138.0
Kaduna,PU_0333,2026-03-28,906,569,514,13,2026-06-21 09:56:00,2026-06-21 15:03:00,Working,Good,0,8,6,1,117.0
Rivers,PU_0334,2026-03-28,1495,1063,906,27,2026-06-21 08:18:00,2026-06-21 16:12:00,Working,Good,1,9,7,1,47.0
Abuja,PU_0335,2026-03-28,1018,876,809,30,2026-06-21 08:10:00,2026-06-21 15:18:00,Working,Good,0,7,7,1,131.0
Lagos,PU_0336,2026-03-28,1395,1086,950,44,2026-06-21 08:12:00,2026-06-21 15:01:00,Working,Good,2,9,8,1,115.0
Rivers,PU_0337,2026-03-28,576,536,488,26,2026-06-21 09:10:00,2026-06-21 15:17:00,Faulty,Good,1,7,6,1,97.0
Kaduna,PU_0338,2026-03-28,733,475,453,40,2026-06-21 09:30:00,2026-06-21 16:05:00,Working,Poor,0,6,4,0,
Rivers,PU_0339,2026-03-28,1329,893,781,35,2026-06-21 08:23:00,2026-06-21 16:53:00,Working,Good,2,7,6,1,162.0
Lagos,PU_0340,2026-03-28,1085,757,663,15,2026-06-21 08:45:00,2026-06-21 15:26:00,Working,Good,1,8,6,0,
Rivers,PU_0341,2026-03-28,983,594,541,49,2026-06-21 08:24:00,2026-06-21 16:38:00,Working,Good,3,8,7,1,25.0
Kano,PU_0342,2026-03-28,1987,1848,1685,34,2026-06-21 09:50:00,2026-06-21 15:51:00,Faulty,Good,1,8,7,1,21.0
Rivers,PU_0343,2026-03-28,770,582,529,12,2026-06-21 09:26:00,2026-06-21 15:14:00,Working,Good,0,8,7,1,51.0
Abuja,PU_0344,2026-03-28,1438,1105,1039,20,2026-06-21 08:50:00,2026-06-21 15:51:00,Faulty,Good,0,6,5,0,
Abuja,PU_0345,2026-03-28,1990,1303,1153,46,2026-06-21 09:02:00,2026-06-21 16:03:00,Faulty,Good,1,7,7,0,
Kano,PU_0346,2026-03-28,968,876,774,19,2026-06-21 08:36:00,2026-06-21 15:46:00,Working,Good,1,7,7,1,95.0
Lagos,PU_0347,2026-03-28,1131,952,811,48,2026-06-21 09:58:00,2026-06-21 16:17:00,Working,Good,1,7,5,1,64.0
Abuja,PU_0348,2026-03-28,1046,785,706,7,2026-06-21 08:21:00,2026-06-21 15:00:00,Working,Good,1,5,5,1,3.0
Kaduna,PU_0349,2026-03-28,1218,1105,967,19,2026-06-21 08:21:00,2026-06-21 15:04:00,Working,Good,2,7,5,1,117.0
Abuja,PU_0350,2026-03-28,1507,1381,1280,31,2026-06-21 08:02:00,2026-06-21 15:34:00,Working,Good,1,8,6,1,114.0
Abuja,PU_0351,2026-03-28,769,474,414,5,2026-06-21 09:14:00,2026-06-21 15:56:00,Working,Poor,0,5,3,1,121.0
Lagos,PU_0352,2026-03-28,1104,708,684,13,2026-06-21 08:52:00,2026-06-21 16:28:00,Faulty,Offline,1,7,6,0,
Rivers,PU_0353,2026-03-28,1464,892,856,33,2026-06-21 08:23:00,2026-06-21 16:49:00,Working,Offline,0,5,5,1,167.0
Abuja,PU_0354,2026-03-28,877,704,668,35,2026-06-21 09:28:00,2026-06-21 16:35:00,Faulty,Poor,1,9,9,1,98.0
Kano,PU_0355,2026-03-28,676,457,436,11,2026-06-21 09:48:00,2026-06-21 16:15:00,Working,Good,1,7,5,1,161.0
Rivers,PU_0356,2026-03-28,773,692,674,33,2026-06-21 09:21:00,2026-06-21 15:37:00,Working,Poor,1,8,8,1,178.0
Kaduna,PU_0357,2026-03-28,1136,866,772,15,2026-06-21 08:49:00,2026-06-21 16:32:00,Working,Good,1,8,7,1,95.0
Lagos,PU_0358,2026-03-28,526,469,458,43,2026-06-21 08:47:00,2026-06-21 15:19:00,Working,Good,0,6,4,1,112.0
Kaduna,PU_0359,2026-03-28,1075,854,824,34,2026-06-21 08:50:00,2026-06-21 16:53:00,Working,Good,1,6,5,1,26.0
Rivers,PU_0360,2026-03-28,559,491,440,42,2026-06-21 08:27:00,2026-06-21 16:44:00,Faulty,Good,0,9,7,1,139.0
Rivers,PU_0361,2026-03-28,1230,898,864,12,2026-06-21 08:38:00,2026-06-21 15:47:00,Working,Good,0,6,5,1,83.0
Rivers,PU_0362,2026-03-28,1740,1619,1565,26,2026-06-21 09:13:00,2026-06-21 16:06:00,Faulty,Good,2,9,9,1,155.0
Kaduna,PU_0363,2026-03-28,1160,966,825,40,2026-06-21 09:37:00,2026-06-21 15:44:00,Faulty,Good,4,9,9,1,51.0
Rivers,PU_0364,2026-03-28,769,621,598,29,2026-06-21 09:29:00,2026-06-21 16:46:00,Working,Poor,0,9,8,1,126.0
Kaduna,PU_0365,2026-03-28,1639,1185,1073,32,2026-06-21 09:39:00,2026-06-21 15:49:00,Working,Poor,1,5,5,0,
Rivers,PU_0366,2026-03-28,744,690,659,35,2026-06-21 09:27:00,2026-06-21 16:28:00,Faulty,Good,3,8,7,1,41.0
Kano,PU_0367,2026-03-28,1159,832,719,31,2026-06-21 08:19:00,2026-06-21 16:45:00,Working,Poor,0,8,8,1,64.0
Rivers,PU_0368,2026-03-28,584,521,454,13,2026-06-21 09:50:00,2026-06-21 16:14:00,Working,Poor,2,6,6,0,
Kaduna,PU_0369,2026-03-28,1406,1042,1018,47,2026-06-21 09:36:00,2026-06-21 16:33:00,Working,Poor,2,7,6,1,101.0
Abuja,PU_0370,2026-03-28,1973,1713,1548,39,2026-06-21 08:35:00,2026-06-21 16:35:00,Faulty,Good,2,7,6,1,155.0
Rivers,PU_0371,2026-03-28,1035,951,907,44,2026-06-21 08:22:00,2026-06-21 15:28:00,Working,Good,3,7,6,1,36.0
Abuja,PU_0372,2026-03-28,588,448,424,19,2026-06-21 08:24:00,2026-06-21 16:11:00,Working,Good,0,9,7,1,170.0
Kano,PU_0373,2026-03-28,1048,821,781,26,2026-06-21 09:48:00,2026-06-21 16:13:00,Faulty,Offline,0,6,5,1,69.0
Lagos,PU_0374,2026-03-28,1353,968,919,32,2026-06-21 08:07:00,2026-06-21 16:19:00,Working,Good,0,6,5,0,
Kano,PU_0375,2026-03-28,1394,863,836,31,2026-06-21 08:53:00,2026-06-21 16:47:00,Working,Good,0,6,4,0,
Rivers,PU_0376,2026-03-28,1006,833,772,41,2026-06-21 08:05:00,2026-06-21 15:57:00,Working,Good,1,9,9,0,
Abuja,PU_0377,2026-03-28,907,582,526,28,2026-06-21 09:35:00,2026-06-21 16:31:00,Working,Good,0,5,5,1,76.0
Abuja,PU_0378,2026-03-28,1794,1298,1259,35,2026-06-21 08:56:00,2026-06-21 16:14:00,Working,Offline,1,8,7,1,4.0
Kaduna,PU_0379,2026-03-28,1023,738,661,6,2026-06-21 09:11:00,2026-06-21 15:41:00,Faulty,Poor,1,6,6,1,97.0
Abuja,PU_0380,2026-03-28,1106,722,672,21,2026-06-21 08:32:00,2026-06-21 16:57:00,Working,Good,0,6,6,1,118.0
Kaduna,PU_0381,2026-03-28,1502,1251,1202,24,2026-06-21 09:05:00,2026-06-21 15:59:00,Working,Good,1,7,7,1,19.0
Lagos,PU_0382,2026-03-28,947,626,606,10,2026-06-21 08:55:00,2026-06-21 16:58:00,Working,Good,0,9,7,1,108.0
Rivers,PU_0383,2026-03-28,1042,909,884,2,2026-06-21 09:06:00,2026-06-21 16:15:00,Working,Good,0,9,7,0,
Kaduna,PU_0384,2026-03-28,1448,995,931,4,2026-06-21 08:01:00,2026-06-21 16:03:00,Working,Good,2,5,4,1,88.0
Lagos,PU_0385,2026-03-28,849,594,560,43,2026-06-21 09:13:00,2026-06-21 15:42:00,Working,Good,1,7,5,1,154.0
Abuja,PU_0386,2026-03-28,1351,973,889,42,2026-06-21 09:08:00,2026-06-21 15:40:00,Faulty,Good,1,8,8,1,17.0
Abuja,PU_0387,2026-03-28,827,540,478,32,2026-06-21 08:45:00,2026-06-21 16:59:00,Working,Good,1,9,9,1,59.0
